time [d],date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Snow Evaporation[mm],Snow Melt & Refreeze[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Capillary Rise[mm],Soil Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,CANOPY_SNOW,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],SOIL[1],SOIL[0],SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,SURFACE_WATER,ATMOSPHERE,ATMOS_PRECIP,PONDED_WATER,SOIL[0],SOIL[1],SOIL[2],SNOW_LIQ,SNOW,CANOPY,CANOPY_SNOW,ATMOSPHERE,ATMOSPHERE,PONDED_WATER,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,SOIL[0],ATMOSPHERE,SOIL[2],SURFACE_WATER,SURFACE_WATER
0,2002-10-01,00:00:00.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2002-10-02,00:00:00.00,0,0,0,0,3.43998,0,0,0,0,0,0.02871,0,0.02871,0,0,0,1.82396,1.61602,1.61602,2.81385,0.854061,2.81385,1.446,2.76691,0.503647
2,2002-10-03,00:00:00.00,0,0,0,0,4.6195,0,0,0,0,0,0.0383652,0,0.0383652,0,0,0,2.52532,2.09418,2.09418,5.0944,1.81321,5.08951,2.892,3.48391,1.04876
3,2002-10-04,00:00:00.00,0,0,0,0,6.68329,0,0,0,0,0,0.0578384,0,0.0578384,0,0,0,4.1015,2.58179,2.58179,6.39129,2.80315,6.38844,4.338,3.61924,1.63351
4,2002-10-05,00:00:00.00,0,0,0,0,13.0998,0,0,0,0,0,0.115614,0,0.115614,0,0,0,8.64665,4.45318,4.45318,9.30426,3.7538,9.30097,5.784,3.71538,2.25616
5,2002-10-06,00:00:00.00,0,0,0,0,13.2245,0,0,0,0,0,0.116483,0,0.116483,0,0,0,8.74725,4.47729,4.47729,10.7459,4.66732,10.5411,5.99471,3.72349,2.86069
6,2002-10-07,00:00:00.00,0,0,0,0,14.0595,0,0,0,0,0,0.122747,0,0.122747,0,0,0,9.42508,4.6344,4.6344,12.0883,4.85091,11.3356,6.04918,3.72383,3.44101
7,2002-10-08,00:00:00.00,0,0,0,0,15.5815,0,0,0,0,0,0.136326,0,0.136326,0,0,0,10.7792,4.80225,4.80225,12.9672,5.00926,11.8758,6.06657,3.72385,3.99656
8,2002-10-09,00:00:00.00,0,0,0,0,15.6452,0,0,0,0,0,0.136926,0,0.136926,0,0,0,10.8359,4.80927,4.80927,13.336,5.01886,12.112,6.06657,3.72385,4.52766
9,2002-10-10,00:00:00.00,0,0,0,0,15.6452,0,0,0,0,0,0.136926,0,0.136926,0,0,0,10.8359,4.80927,4.80927,13.5333,5.01886,12.2135,6.06657,3.72385,5.0354
10,2002-10-11,00:00:00.00,0,0,0,0,15.6452,0,0,0,0,0,0.136926,0,0.136926,0,0,0,10.8359,4.80927,4.80927,13.59,5.01886,12.2404,6.06657,3.72385,5.52079
11,2002-10-12,00:00:00.00,0,0,0,0,15.7896,0,0,0,0,0,0.138303,0,0.138303,0,0,0,10.9763,4.81333,4.81333,13.6563,5.02292,12.2816,6.06657,3.72385,5.98482
12,2002-10-13,00:00:00.00,0,0,0,0,16.9462,0,0,0,0,0,0.146995,0,0.146995,0,0,0,12.113,4.83325,4.83325,13.9664,5.04284,12.5147,6.06657,3.72385,6.42844
13,2002-10-14,00:00:00.00,0,0,0,0,17.855,0,0,0,0,0,0.155575,0,0.155575,0,0,0,12.9666,4.88836,4.88836,14.462,5.09455,12.8517,6.06996,3.72385,6.85269
14,2002-10-15,00:00:00.00,0,0,0,0,17.855,0,0,0,0,0,0.155575,0,0.155575,0,0,0,12.9666,4.88836,4.88836,14.7009,5.09455,13.0142,6.06996,3.72385,7.25827
15,2002-10-16,00:00:00.00,0,0,0,0,17.855,0,0,0,0,0,0.155575,0,0.155575,0,0,0,12.9666,4.88836,4.88836,14.8429,5.09455,13.0979,6.06996,3.72385,7.646
16,2002-10-17,00:00:00.00,0,0,0,0,17.855,0,0,0,0,0,0.155575,0,0.155575,0,0,0,12.9666,4.88836,4.88836,14.8714,5.09455,13.1196,6.06996,3.72385,8.01667
17,2002-10-18,00:00:00.00,0,0,0,0,18.4261,0,0,0,0,0,0.16077,0,0.16077,0,0,0,13.5171,4.909,4.909,14.9986,5.11519,13.2248,6.06996,3.72385,8.37103
18,2002-10-19,00:00:00.00,0,0,0,0,29.7681,0,0,0,0,0,0.256238,0,0.256238,0,0,0,23.9358,5.83234,5.83234,16.2941,5.77096,14.5237,6.25259,3.7414,8.71784
19,2002-10-20,00:00:00.00,0,0,0,0,34.3594,0,0,0,0,0,0.29732,0,0.29732,0,0,0,26.5652,7.7942,7.7942,17.2249,6.57819,15.4568,7.33628,3.76707,9.09706
20,2002-10-21,00:00:00.00,0,0,0,0,34.6088,0,0,0,0,0,0.299059,0,0.299059,0,0,0,26.6781,7.93068,7.93068,18.1077,6.76129,16.3414,7.36148,3.77163,9.46071
21,2002-10-22,00:00:00.00,0,0,0,0,35.7558,0,0,0,0,0,0.307559,0,0.307559,0,0,0,27.2351,8.52075,8.52075,19.0144,7.04307,17.2498,7.7001,3.77174,9.82326
22,2002-10-23,00:00:00.00,0,0,0,0,38.0061,0,0,0,0,0,0.323868,0,0.323868,0,0,0,28.3483,9.65783,9.65783,19.6496,7.35583,17.8859,8.15412,3.78718,10.1898
23,2002-10-24,00:00:00.00,0,0,0,0,38.0061,0,0,0,0,0,0.323868,0,0.323868,0,0,0,28.3483,9.65783,9.65783,20.4936,7.58154,18.7056,8.2891,3.78718,10.5462
24,2002-10-25,00:00:00.00,0,0,0,0,38.0061,0,0,0,0,0,0.323868,0,0.323868,0,0,0,28.3483,9.65783,9.65783,21.1902,7.58154,19.3193,8.2891,3.78718,10.8869
25,2002-10-26,00:00:00.00,0,0,0,0,47.3686,0,0,0,0,0,0.406384,0,0.406384,0,0,0,34.9198,12.4487,12.4487,22.1531,8.37565,20.2846,9.52074,3.85264,11.2668
26,2002-10-27,00:00:00.00,0,0,0,0,47.8118,0,0,0,0,0,0.410255,0,0.410255,0,0,0,35.1469,12.6649,12.6649,22.8505,8.78091,20.9837,9.98682,3.85804,11.6505
27,2002-10-28,00:00:00.00,0,0,0,0,48.2563,0,0,0,0,0,0.414291,0,0.414291,0,0,0,35.3932,12.8631,12.8631,23.6117,8.98484,21.7465,10.0042,3.85877,12.0181
28,2002-10-29,00:00:00.00,0,0,0,0,48.2563,0,0,0,0,0,0.414291,0,0.414291,0,0,0,35.3932,12.8631,12.8631,24.483,8.99772,22.6193,10.0066,3.85877,12.3696
29,2002-10-30,00:00:00.00,0,0,0,0,48.2563,0,0,0,0,0,0.414291,0,0.414291,0,0,0,35.3932,12.8631,12.8631,25.1691,8.99772,23.3002,10.0066,3.85877,12.7057
30,2002-10-31,00:00:00.00,0,0,0,0,48.2563,0,0,0,0,0,0.414291,0,0.414291,0,0,0,35.3932,12.8631,12.8631,26.037,8.99772,24.0489,10.0066,3.85877,13.0269
31,2002-11-01,00:00:00.00,0,0,0,0,49.6115,0,0,0,0,4.0995,0.425664,0.0347189,0.425664,0.0347189,0,0,36.3008,13.3107,13.3107,26.1393,9.38964,24.1477,10.0623,3.85877,13.3365
32,2002-11-02,00:00:00.00,0,0,0,0,50.3311,0,0,0,0.120105,7.51022,0.433776,0.0600204,0.433776,0.0600204,0.279319,0,37.0175,13.593,13.593,26.2198,9.614,24.2284,10.1202,3.85877,13.635
33,2002-11-03,00:00:00.00,0.0809398,0,0,0,50.5965,0,0,0,0.405786,8.53547,0.438448,0.0683668,0.438448,0.0683668,0.279319,0,37.2071,13.6687,13.6687,26.309,9.68975,24.3154,10.1202,3.85877,13.9203
34,2002-11-04,00:00:00.00,0.0809398,0,0,0,50.5965,0,0,0,0.405786,8.53547,0.438448,0.0683668,0.438448,0.0683668,1.74187,0.041293,38.2257,14.154,14.154,26.3963,10.1119,24.4009,10.1833,3.85877,14.1959
35,2002-11-05,00:00:00.00,0.0809398,0,0,0,50.5965,0,0,0,0.405786,8.53547,0.438448,0.0683668,0.438448,0.0683668,5.3518,0.166805,40.3819,15.7332,15.7332,27.0611,10.8779,25.0661,10.687,3.86899,14.4815
36,2002-11-06,00:00:00.00,0.0809398,0,0,0,52.1221,0,0,0,0.410975,8.55649,0.452189,0.0685134,0.452189,0.0685134,5.82167,0.189247,41.4898,16.6433,16.6433,27.5146,11.5575,25.5206,11.1777,3.87037,14.7762
37,2002-11-07,00:00:00.00,0.0809398,0,0,0,56.2108,0,0,0,0.410975,8.55649,0.489729,0.0685134,0.489729,0.0685134,7.36491,0.266409,44.5216,19.3205,19.3205,28.0783,12.3086,26.0852,12.5096,3.91256,15.1165
38,2002-11-08,00:00:00.00,0.144215,0,0,0,56.2108,0,0,0,0.410975,8.55649,0.489729,0.0685134,0.489729,0.0685134,7.369,0.266613,44.5237,19.3227,19.3227,28.7877,12.5046,26.7956,12.9019,3.9126,15.4591
39,2002-11-09,00:00:00.00,0.144215,0,0,0,56.2108,0,0,0,0.410975,8.55649,0.489729,0.0685134,0.489729,0.0685134,8.65787,0.26676,44.979,20.1564,20.1564,30.0096,12.689,28.0108,13.3559,3.91708,15.8065
40,2002-11-10,00:00:00.00,0.144215,0,0,0,56.756,0,0,0,0.413116,8.55649,0.49392,0.0685134,0.49392,0.0685134,8.70071,0.268902,45.2088,20.5168,20.5168,30.9553,12.9116,28.9468,13.6881,3.91708,16.1533
41,2002-11-11,00:00:00.00,0.144215,0,0,0,88.6938,0,0,0,0.413116,8.55649,0.779973,0.0685134,0.779973,0.0685134,8.70071,0.268902,65.7456,31.9178,31.9178,31.8594,13.2062,29.853,15.1341,7.16936,16.5485
42,2002-11-12,00:00:00.00,0.144215,0,0,0,89.6857,0,0,0,0.413116,8.55649,0.788715,0.0685134,0.788715,0.0685134,8.70071,0.268902,65.9276,32.7277,32.7277,32.6964,13.535,30.6912,16.5628,8.17259,16.9892
43,2002-11-13,00:00:00.00,0.144215,0,0,0,89.6857,0,0,0,0.413116,8.55649,0.788715,0.0685134,0.788715,0.0685134,8.70071,0.268902,65.9276,32.7277,32.7277,33.1507,13.8828,31.1454,17.9914,8.42473,17.4733
44,2002-11-14,00:00:00.00,0.144215,0,0,0,89.6857,0,0,0,0.413116,8.55649,0.788715,0.0685134,0.788715,0.0685134,8.70071,0.268902,65.9276,32.7277,32.7277,33.8697,14.255,31.864,19.3611,8.44434,17.9964
45,2002-11-15,00:00:00.00,0.144215,0,0,0,92.7073,0,0,0,0.413116,8.55649,0.814148,0.0685134,0.814148,0.0685134,8.70071,0.268902,66.6102,35.0667,35.0667,34.9373,14.662,32.9342,20.8053,8.50628,18.56
46,2002-11-16,00:00:00.00,0.144215,0,0,0,92.7073,0,0,0,0.413116,9.45661,0.814148,0.0685134,0.814148,0.0685134,8.70071,0.268902,66.6102,35.0667,35.0667,35.1366,15.0593,33.1335,21.4784,8.50676,19.1284
47,2002-11-17,00:00:00.00,0.144215,0,0,0,92.7073,0,0,0,0.413116,9.79213,0.814148,0.0685134,0.814148,0.0685134,8.70071,0.268902,66.6102,35.0667,35.0667,35.1919,15.0786,33.1889,21.4814,8.50676,19.672
48,2002-11-18,00:00:00.00,0.144215,0,0,0,92.7073,0,0,0,0.413116,12.2207,0.814148,0.0685134,0.814148,0.0685134,8.70071,0.268902,66.6102,35.0667,35.0667,35.2694,15.0786,33.2664,21.4814,8.50676,20.1916
49,2002-11-19,00:00:00.00,0.144215,0,0,0,92.7977,0,0,0,0.47632,12.3546,0.814148,0.0685134,0.814148,0.0685134,8.76742,0.272237,66.6571,35.1803,35.1803,35.347,15.0993,33.344,21.5427,8.50766,20.6911
50,2002-11-20,00:00:00.00,0.144215,0,0,0,92.9995,0,0,0,0.523417,12.4259,0.814148,0.0685134,0.814148,0.0685134,11.479,0.326683,67.3105,37.4946,37.4946,35.4813,15.517,33.4798,22.5667,8.55425,21.2136
51,2002-11-21,00:00:00.00,0.144215,0,0,0,92.9995,0,0,0,0.523417,12.4259,0.814148,0.0685134,0.814148,0.0685134,12.5701,0.379203,67.6213,38.3276,38.3276,36.3734,15.9389,34.3736,23.8037,8.55437,21.7676
52,2002-11-22,00:00:00.00,0.144215,0,0,0,94.9673,0,0,0,0.523417,12.4259,0.814148,0.0685134,0.814148,0.0685134,12.5701,0.379203,68.1459,39.7707,39.7707,37.0316,16.3862,35.0331,24.5125,8.56569,22.3284
53,2002-11-23,00:00:00.00,0.144215,0,0,0,95.3997,0,0,0,0.523417,12.5408,0.814148,0.0685134,0.814148,0.0685134,12.6223,0.379203,68.2609,40.1402,40.1402,37.3847,16.8342,35.3868,24.7403,8.56569,22.8746
54,2002-11-24,00:00:00.00,0.144215,0,0,0,95.4143,0,0,0,0.526557,12.5858,0.814148,0.0685134,0.814148,0.0685134,12.6223,0.379203,68.2649,40.1509,40.1509,37.7085,16.8449,35.7102,24.7403,8.56569,23.3967
55,2002-11-25,00:00:00.00,0.144215,0,0,0,96.6753,0,0,0,0.528806,12.5858,0.814148,0.0685134,0.814148,0.0685134,12.73,0.384591,68.6582,41.1318,41.1318,38.1632,17.0129,36.1646,25.2559,8.57713,23.9185
56,2002-11-26,00:00:00.00,0.144215,0,0,0,96.9328,0,0,0,0.528806,14.968,0.814148,0.0685134,0.814148,0.0685134,12.73,0.384591,68.7292,41.3182,41.3182,38.2161,17.3505,36.2175,25.3806,8.57722,24.4229
57,2002-11-27,00:00:00.00,0.144215,0,0,0,96.9328,0,0,0,0.528806,15.0322,0.814148,0.0685134,0.814148,0.0685134,12.73,0.384591,68.7292,41.3182,41.3182,38.2845,17.3604,36.286,25.3806,8.57722,24.905
58,2002-11-28,00:00:00.00,0.144215,0,0,0,96.9328,0,0,0,0.528806,15.6639,0.814148,0.0685134,0.814148,0.0685134,12.73,0.384591,68.7292,41.3182,41.3182,38.3451,17.3604,36.3465,25.3806,8.57722,25.366
59,2002-11-29,00:00:00.00,0.144215,0,0,0,96.9328,0,0,0,0.528806,17.3347,0.814148,0.0685134,0.814148,0.0685134,12.73,0.384591,68.7292,41.3182,41.3182,38.4023,17.3604,36.4037,25.3806,8.57722,25.8066
60,2002-11-30,00:00:00.00,0.144215,0,0,0,97.1507,0,0,0,0.700087,18.5319,0.814148,0.0685134,0.814148,0.0685134,12.8948,0.384718,68.8353,41.5949,41.5949,38.5009,17.619,36.5024,25.3987,8.57722,26.2287
61,2002-12-01,00:00:00.00,0.300311,0,0,0,97.379,0,0,0,0.700142,21.227,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,38.5835,17.6381,36.5849,25.461,8.58485,26.6349
62,2002-12-02,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,25.4008,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,38.6295,17.6568,36.6309,25.5182,8.58504,27.0258
63,2002-12-03,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,25.5264,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,38.6711,17.6706,36.6726,25.5182,8.58504,27.3995
64,2002-12-04,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,26.1544,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,38.6927,17.6706,36.6941,25.5182,8.58504,27.7567
65,2002-12-05,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,26.5372,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,38.7474,17.6706,36.7488,25.5182,8.58504,28.0983
66,2002-12-06,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,27.531,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,38.819,17.6706,36.8204,25.5182,8.58504,28.4248
67,2002-12-07,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,27.6996,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,38.865,17.6706,36.8664,25.5182,8.58504,28.7369
68,2002-12-08,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,27.7624,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,38.9367,17.6706,36.9381,25.5182,8.58504,29.0353
69,2002-12-09,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,28.4978,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,39.0108,17.6706,37.0122,25.5182,8.58504,29.3205
70,2002-12-10,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,28.4978,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,39.0604,17.6706,37.0618,25.5182,8.58504,29.5932
71,2002-12-11,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,28.5621,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,39.1365,17.6706,37.1379,25.5182,8.58504,29.854
72,2002-12-12,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,28.6906,0.814148,0.0685134,0.814148,0.0685134,12.9157,0.384718,68.9056,41.7739,41.7739,39.2284,17.6706,37.2298,25.5182,8.58504,30.1032
73,2002-12-13,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,28.6906,0.814148,0.0685134,0.814148,0.0685134,16.0492,0.384718,69.7971,44.0158,44.0158,39.3291,18.1338,37.3305,26.8461,8.59529,30.3999
74,2002-12-14,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.700142,28.8805,0.814148,0.0685134,0.814148,0.0685134,16.0492,0.384718,69.7971,44.0158,44.0158,39.3914,18.4468,37.3928,26.9737,8.59529,30.6892
75,2002-12-15,00:00:00.00,0.315424,0,0,0,97.379,0,0,0,0.764436,28.8805,0.814148,0.0685134,0.814148,0.0685134,18.2912,0.442079,70.3983,45.714,45.714,39.6214,18.8731,37.6229,28.1002,8.59655,31.0153
76,2002-12-16,00:00:00.00,0.322356,0,0,0,97.379,0,0,0,1.12524,29.6821,0.814148,0.0685134,0.814148,0.0685134,18.3113,0.442079,70.4025,45.7299,45.7299,39.6803,19.0233,37.6816,28.1101,8.59655,31.3274
77,2002-12-17,00:00:00.00,0.683162,0,0,0,97.379,0,0,0,1.12524,29.6821,0.814148,0.0685134,0.814148,0.0685134,18.3113,0.442079,70.4025,45.7299,45.7299,39.7287,19.0233,37.7298,28.1101,8.59655,31.6259
78,2002-12-18,00:00:00.00,0.683162,0,0,0,97.379,0,0,0,1.12524,29.6821,0.814148,0.0685134,0.814148,0.0685134,18.3113,0.442079,70.4025,45.7299,45.7299,39.7755,19.0233,37.7756,28.1101,8.59655,31.9112
79,2002-12-19,00:00:00.00,0.683162,0,0,0,97.379,0,0,0,1.12524,30.8616,0.814148,0.0685134,0.814148,0.0685134,18.3113,0.442079,70.4025,45.7299,45.7299,39.8531,19.0233,37.85,28.1101,8.59655,32.184
80,2002-12-20,00:00:00.00,0.683162,0,0,0,106.01,0,0,0,1.78691,30.8616,0.814148,0.0685134,0.814148,0.0685134,20.6651,0.559771,73.502,53.733,53.733,40.2894,19.4208,38.2863,29.5514,9.97733,32.5082
81,2002-12-21,00:00:00.00,0.683162,0,0,0,110.763,0,0,0,1.78691,31.7168,0.814148,0.0685134,0.814148,0.0685134,21.019,0.569518,74.5833,57.7685,57.7685,40.7321,19.8005,38.7289,30.9974,11.8329,32.8817
82,2002-12-22,00:00:00.00,1.21684,0,0,0,110.763,0,0,0,1.78691,32.4284,0.814148,0.0685134,0.814148,0.0685134,21.019,0.569518,74.5833,57.7685,57.7685,40.8889,20.1833,38.886,32.3399,12.2959,33.2979
83,2002-12-23,00:00:00.00,1.2174,0,0,0,110.763,0,0,0,1.78691,33.3112,0.814148,0.0685134,0.814148,0.0685134,21.019,0.569518,74.5833,57.7685,57.7685,41.0573,20.5126,39.0544,33.6716,12.3891,33.7543
84,2002-12-24,00:00:00.00,1.2174,0,0,0,110.763,0,0,0,1.78691,34.4631,0.814148,0.0685134,0.814148,0.0685134,21.019,0.569518,74.5833,57.7685,57.7685,41.2495,20.8285,39.2466,34.2792,12.397,34.2175
85,2002-12-25,00:00:00.00,1.2174,0,0,0,110.763,0,0,0,1.78691,35.6703,0.814148,0.0685134,0.814148,0.0685134,21.019,0.569518,74.5833,57.7685,57.7685,41.308,20.9114,39.3051,34.4601,12.397,34.6681
86,2002-12-26,00:00:00.00,1.2174,0,0,0,110.763,0,0,0,1.78691,36.2502,0.814148,0.0685134,0.814148,0.0685134,21.019,0.569518,74.5833,57.7685,57.7685,41.3528,20.9114,39.3499,34.4601,12.397,35.099
87,2002-12-27,00:00:00.00,1.2174,0,0,0,110.763,0,0,0,1.78691,36.2502,0.814148,0.0685134,0.814148,0.0685134,21.019,0.569518,74.5833,57.7685,57.7685,41.4112,20.9114,39.4083,34.4601,12.397,35.5109
88,2002-12-28,00:00:00.00,1.2174,0,0,0,110.763,0,0,0,1.78691,36.2502,0.814148,0.0685134,0.814148,0.0685134,21.019,0.569518,74.5833,57.7685,57.7685,41.4553,20.9114,39.4524,34.4601,12.397,35.9047
89,2002-12-29,00:00:00.00,1.2174,0,0,0,110.763,0,0,0,1.78691,36.2502,0.814148,0.0685134,0.814148,0.0685134,21.019,0.569518,74.5833,57.7685,57.7685,41.527,20.9114,39.5241,34.4601,12.397,36.2812
90,2002-12-30,00:00:00.00,1.2174,0,0,0,110.763,0,0,0,1.78691,36.7003,0.814148,0.0685134,0.814148,0.0685134,21.019,0.569518,74.5833,57.7685,57.7685,41.6063,20.9114,39.6034,34.4601,12.397,36.641
91,2002-12-31,00:00:00.00,1.2174,0,0,0,111.747,0,0,0,1.99533,36.7271,0.814148,0.0685134,0.814148,0.0685134,22.2593,0.614524,75.1379,59.483,59.483,42.0363,21.2961,40.0333,35.5289,12.4012,37.0321
92,2003-01-01,00:00:00.00,1.2174,0,0,0,111.811,0,0,0,1.99533,36.7271,0.814148,0.0685134,0.814148,0.0685134,23.8042,0.614524,75.3699,60.8602,60.8602,42.5096,21.6445,40.5066,36.0685,12.4616,37.4298
93,2003-01-02,00:00:00.00,1.3808,0,0,0,111.811,0,0,0,1.99533,36.7271,0.814148,0.0685134,0.814148,0.0685134,23.8042,0.614524,75.3699,60.8602,60.8602,42.7762,21.7193,40.7729,36.5582,12.467,37.8314
94,2003-01-03,00:00:00.00,1.3808,0,0,0,111.811,0,0,0,1.99533,37.572,0.814148,0.0685134,0.814148,0.0685134,23.8042,0.614524,75.3699,60.8602,60.8602,42.8158,21.7702,40.8125,36.6132,12.4671,38.2178
95,2003-01-04,00:00:00.00,1.3808,0,0,0,111.811,0,0,0,1.99533,38.6715,0.814148,0.0685134,0.814148,0.0685134,23.8042,0.614524,75.3699,60.8602,60.8602,42.8827,21.7765,40.8793,36.6167,12.4671,38.5874
96,2003-01-05,00:00:00.00,1.3808,0,0,0,111.811,0,0,0,1.99533,38.9854,0.814148,0.0685134,0.814148,0.0685134,23.8042,0.614524,75.3699,60.8602,60.8602,42.9351,21.7765,40.9317,36.6167,12.4671,38.9407
97,2003-01-06,00:00:00.00,1.3808,0,0,0,111.811,0,0,0,1.99533,40.2926,0.814148,0.0685134,0.814148,0.0685134,23.8042,0.614524,75.3699,60.8602,60.8602,42.9952,21.7765,40.9919,36.6167,12.4671,39.2785
98,2003-01-07,00:00:00.00,1.3808,0,0,0,111.811,0,0,0,1.99533,40.5025,0.814148,0.0685134,0.814148,0.0685134,23.8042,0.614524,75.3699,60.8602,60.8602,43.0564,21.7765,41.0529,36.6167,12.4671,39.6014
99,2003-01-08,00:00:00.00,1.3808,0,0,0,111.811,0,0,0,1.99533,40.6281,0.814148,0.0685134,0.814148,0.0685134,23.8042,0.614524,75.3699,60.8602,60.8602,43.1343,21.7765,41.1283,36.6167,12.4671,39.9101
100,2003-01-09,00:00:00.00,1.3808,0,0,0,115.013,0,0,0,2.00819,40.6281,0.814148,0.0685134,0.814148,0.0685134,24.1026,0.627383,76.4728,63.2704,63.2704,43.4608,22.1092,41.455,37.5117,12.5483,40.2445
101,2003-01-10,00:00:00.00,1.3808,0,0,0,116.319,0,0,0,2.9035,41.5925,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.5552,22.4627,41.5495,38.8342,12.7567,40.6225
102,2003-01-11,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,44.7827,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.6045,22.5342,41.5988,39.3238,12.8061,41.0054
103,2003-01-12,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,46.4621,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.6431,22.5994,41.6373,39.8135,12.8073,41.393
104,2003-01-13,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,47.2876,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.6843,22.6632,41.6785,39.8506,12.8073,41.7651
105,2003-01-14,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,48.3876,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.7246,22.6632,41.7184,39.8506,12.8073,42.1209
106,2003-01-15,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,50.7596,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.7626,22.6632,41.7556,39.8506,12.8073,42.461
107,2003-01-16,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,52.1232,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.7968,22.6632,41.7893,39.8506,12.8073,42.7862
108,2003-01-17,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,52.5627,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.8268,22.6632,41.8189,39.8506,12.8073,43.097
109,2003-01-18,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,52.5627,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.8457,22.6632,41.8376,39.8506,12.8073,43.3942
110,2003-01-19,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,53.1427,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.8744,22.6632,41.8658,39.8506,12.8073,43.6783
111,2003-01-20,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,54.8633,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.9022,22.6632,41.8932,39.8506,12.8073,43.9499
